kingsnows1759	0.8532777,0.39504713
dabblazer	0.25436163,0.5923238
bdormantv	0.863208,0.66739804
thehoff305	0.2479195,0.9024914
redskinsrock91	0.26184827,0.6356962
yourstruly_deb	-0.53059685,1.3206793
hinasuzidaxu	0.8200431,0.58460957
jose47214jose	0.5553894,0.88638335
socean5	-0.14804147,0.88313246
therealyoungzel	1.0565925,-1.8770384
africandruglawd	1.1770602,-1.805998
body_em_john	0.85384995,0.6792991
baltimoreoem	0.39241913,0.469139
johannesdreijer	0.49760547,0.23302779
hagerc	0.5806742,0.88506776
tullyframe	-0.09678251,0.68456584
chief_daniel_e	0.50499976,0.27350673
purpedgawd	1.1770632,-1.8059963
verumestliberta	0.010904491,0.51849973
nigganamdchoppa	0.836692,0.6845771
samuellaflare	0.7862402,0.38312674
paullywogprod	0.6475653,0.24789685
constantnatalie	0.7227621,0.30603984
hahaitsmike	0.33177325,0.26288128
raguli2014	0.40405485,-0.11754783
belairsfinest	1.0940171,-1.9103305
jawze5	0.49414808,0.82411003
dawnmotive	1.2760328,-0.12835981
pheadm	0.26415822,0.31810984
watchingyoube	1.1626459,1.0803227
kellogg2866	0.28940004,0.853641
reymendez623	0.51734036,0.80444926
dschmittle	-0.52513355,1.3605175
clay1016	0.50484663,0.88126606
canuplsgoaway	1.2523303,0.2212124
secondfoe	1.2512031,0.1446234
miserablecitytv	1.1268959,0.51847744
gihansabry1	1.4555082,0.60835475
jcrew756	0.50484335,0.81266665
apbayer38	0.054686856,0.5160388
keepitrealist	0.3104478,0.61200297
madeinchyna____	1.2792351,0.18657517
orlando_tina	0.07291273,0.09989101
dgpurser	-0.115356445,0.67886716
coolgeek36	0.5026641,0.4037806
urvaken	0.3417782,0.35606292
joshuapoytress	0.33590424,0.38418704
11alivenews	0.1999935,0.9954379
jakovadaur	0.8331798,0.5384892
kboycee	-0.5032461,1.3301734
dubinpeter	0.22742161,0.5973882
diesmaerore	0.28294408,1.0354894
bpm749	0.51220334,0.90204275
momoneyyyy96	0.33442938,1.2190977
baltimoresvoice	0.19113187,-0.05895046
crzeladi	1.1908308,0.5456483
yinzerguy	0.10607059,0.879891
lordhelmet832	0.13267593,0.43054298
donttreadonme65	0.32690942,0.61199766
_jscott__	0.8927851,-0.4711457
l_enfant17	0.58095187,0.19887252
glassbeadcol	0.9947483,0.4215809
martydrinksbeer	0.08456105,0.81263703
rabdisalam	1.115564,1.0812402
msnishajay	1.2064368,1.6050247
alyssalafage	0.15690435,0.6353194
tabascodouche	0.4647664,0.3793761
cherizej	0.87017554,0.6746963
thatfoxyshadow	0.30234957,0.9391572
yuji_twist	0.90109664,0.65003043
alex_berik	0.59375215,0.8071679
godmotherofass	0.7814077,0.3973652
ns_sand	0.79452455,0.36237207
robbiecooper	0.8122109,0.41808626
harolditz	0.86145455,0.28417057
zulupeabody	0.881863,0.62655836
tygiles21	0.77476615,0.4102198
dodrugsplz	0.8927851,-0.4711457
daykneeaj	0.3378366,1.0741782
quitedaft	1.2756475,0.5498337
ny199827	0.29044858,0.27867788
maxnrgmax	-0.08784784,0.63743955
ggaryc	0.3037093,0.82893574
ashikenshin	0.10584507,0.6036901
xtractartist	0.36324522,0.37689054
mooshakins	0.123182565,0.86930794
wbalphil	0.45051876,0.53580093
9tawan99	1.3589472,0.75165933
taxzzz	0.29923865,0.35752493
princetalington	-0.36918572,0.7681486
_saraizedingil_	0.86614376,0.65207106
blackgurltech	1.246289,1.6393234
celticselky	0.026430199,0.48961926
yankeebrit77	0.014397733,0.02988188
cdnpolitico	0.72268575,0.9847644
pamellalala	0.013826091,0.7847551
wynnws	0.8483006,0.3241335
mikerotondo86	0.3254583,0.82382053
jolijosie	0.47873312,0.884566
abbasjaf	0.2809493,0.31768867
devon_love2036	-0.50324714,1.3301724
fieldmarshalwh2	0.28294376,1.0354894
tylerzucker	0.9010968,0.65003246
tywhite35	0.5423775,0.88919735
reardon28	0.13953057,0.91365105
kd0bie	-0.0058069,0.7425878
allgringo	0.47151813,0.87211317
goodtimesque	1.1823267,0.8393871
3onyourside	0.85751486,0.5297598
jensan1332	0.08796855,0.8105411
superdriver318	0.0264302,0.48961928
bourbonblondie	0.3518958,0.3142882
kabalisolo	-0.2744023,0.15618403
jomielly	-0.26489425,0.11726148
melsweatshirt_	1.1130728,1.1244189
liamrand8	0.82192916,0.36790037
that1biatch	0.07598833,0.52330923
sickjew	1.0135067,0.35505524
hosamdakhakhni	0.19301137,0.6515025
trillmnded	1.0934244,-1.8496077
she_is_amaxing	0.4201288,-0.26092425
matterickson39	0.80907875,0.3473324
catherineabc2	-0.014119677,1.477169
rhli98	0.57409513,0.87312543
thejayronson	0.2643898,0.31807882
wbaltv11	0.33811852,0.42549548
globaltwitizen	0.19966991,0.3931549
alaaeldindamiat	1.4434941,0.6014897
francieinasnit	0.5757957,0.5082125
kstewartwtop	0.3676038,0.12072202
rnrncarolina	0.027937552,0.7887109
jhuber855	-0.14045314,0.7147942
gadyle	-0.28051594,0.17115818
ektrit	0.23458028,0.7179044
nccofusa	0.0058612637,0.5061606
capitolallies	-0.22969012,0.8059471
texan_con	0.081081435,0.66061544
shaughn_a	0.11137417,0.6373261
armond	0.27317384,0.29247406
onlyy_jadaa	0.97913796,-0.28962415
rainwoman2015	0.7378922,0.80341476
aa1stalert	-0.54799324,0.8291017
sb93108	0.8252422,0.6652773
afp	0.7443326,0.13936336
occupybrussels	1.1933559,0.5297387
anxie_tea	0.24595828,0.2184919
defendwallst	0.1684492,0.81321496
rnrtexas	0.11439772,0.7148245
aaronshortstory	0.59798217,-0.06905096
lexyis753	0.028059725,0.5430688
dannyswisdom	0.29044667,0.27867562
rm1evo	0.107389815,0.89376926
eddiemoore83	0.57983387,0.8469381
mykalfury	0.1565929,0.73816466
king_george95	0.3659679,0.3170554
thebrandonmorse	0.11312606,0.56604326
beachdreamin291	0.46168986,0.5202572
abc7	0.57624215,0.61806816
yo_cross	1.1897758,0.418693
nofear3136	0.442491,0.7708776
ibiznews21	0.52713794,0.5316217
kpchngnmyname	0.38716853,0.32860142
calebdockery	0.8931337,0.63631344
elchapo_370	-0.25132984,0.11640727
jprstojevich	0.21011275,0.89575994
heifer109	0.3645688,0.60385
walzonwalt	0.31689522,0.37420592
selejupicev	0.82603526,0.57182926
tyler_ferrari	1.2807233,0.50776887
ayepatriot	0.15813664,0.81278765
got2makeitbetta	0.87502813,0.68404365
janjanreal	0.6659821,0.58148175
luanamaclac	0.28581467,0.33577725
treeeece	1.0648625,-1.8887585
langstono	1.1836478,1.6236078
4realjohnnymac	0.3955847,0.3410748
cathylovesrafa	0.08692273,0.6711161
milan__07	-0.26977327,0.14225002
maythewords	0.039992552,0.4630933
shaun_mic	0.46168956,0.5202573
skyeshepard	0.01549867,0.97999775
chairmnoomowmow	0.0646964,0.65961456
sarahbeth_329	-0.55966127,0.71161646
jakaroo65	0.08440221,0.62917584
jamesisfearless	0.5684417,0.7937448
d_htims	0.5174286,0.89096063
oreo_facts	1.1091677,-1.9131883
trevor_kainn	1.1550678,-1.8187506
whereisbrand0n	0.57828426,0.83352673
madamecain	1.1604043,0.18940629
phillycook	0.9062108,0.23064089
janjeffcoat	0.06388785,0.3411499
trey_meshack	0.99582946,-0.28680092
ladow	0.7851262,0.518405
katie_speak	1.4693933,0.4324277
netflixandhoes	1.1436791,-1.7792974
winchesterjonne	0.81944686,0.41473722
flyinbrian86	0.80910254,-0.077530205
remedialjj	0.35189444,0.3142876
sassy_gramma	0.14901696,0.66892004
makeliberalscry	0.36482546,0.28502008
_pakeh	1.3260638,-0.16698113
bsbafflesbrains	0.78356355,-0.07974766
slee010	0.1259914,0.9121898
rizman1	0.63139176,0.660749
kingcurry69	0.90109736,0.6500365
mjwadeesq	0.10457024,0.5622526
aurorejazz	-0.24909279,0.14571616
jessicahannan81	0.17622371,1.0691224
ellollshedid	0.625286,0.2068983
anansi1191	0.7883955,0.4953535
occupywsradio	0.99474806,0.42158103
tgamezz	0.024347384,1.1715592
tonygreene113	0.046263445,0.6996594
kingnef77	1.1888187,1.5906391
robtobasi	0.8029331,0.50259745
cautiousone1	-0.14462765,0.7045611
jessicaewaller	0.014876523,-0.26391804
chiquitta1118	0.39894304,0.6200279
cu_ferg	0.34644362,1.1245215
furrystoat	0.20861161,0.6874757
margene823	-0.54310805,1.3253139
walkaflocka3	0.4063082,0.78039545
classyfiedonlin	0.39670375,0.5884419
ralphtooratchet	1.1900582,1.5687989
bdbender1	-0.21619584,0.6746289
duxagucucid	0.8701698,0.6747407
misfitxsociety	0.31192186,0.27735454
mrp_thedj	1.294167,0.40216228
cmbeachbum	0.09626631,0.56889856
kicolixenik	0.83692324,0.6341039
ohiobuckeye11	0.46706185,0.8581244
treadawaylogan	0.35016257,0.72153294
frankiebeans696	0.039991777,0.46309188
waynedupreeshow	0.115221076,0.53771794
sputniknewsus	0.50354743,0.2817153
onlydagoatt	1.0854179,-1.8017924
tiarameanselff	0.97486436,-0.24841699
jreb_14	1.2656738,-0.13293257
two_shanes	0.61200684,0.27390653
jmurphy_01	0.015983088,0.5525372
caldwsp057	0.3707127,0.27380484
josealexmontano	0.3032739,0.3456027
billiets	0.5576868,0.23127937
juspauperum1	0.5592968,0.20967177
rantingly	1.3808292,-2.3780887
baker1nine	0.78475815,0.34765774
seanbirkenfeld	1.1259559,1.1209913
_x3meganxo	1.0940154,-1.9103305
hawks4evah	1.612568,0.9995396
lanz_ninoska	0.5516462,0.39996964
argojournal	0.6332544,0.29006705
amberungarowsmv	0.8762594,0.5591506
swallowthatshit	1.1259542,1.1209639
c1tyoffl1nt	0.3972251,0.49114564
champagnepootie	0.5073915,0.866306
downbyseashore	0.14290045,0.6298632
ohsodomo	0.77723753,0.35824603
macccdaddy_	1.2880137,0.41332746
xiallhorax	0.2904484,0.2786777
mey42m	0.84955233,0.3808489
claudia_a22s	0.14106353,0.82450426
timer7897	0.10607064,0.879891
ismaelismael016	0.3712003,0.5956649
tevet	0.34076214,0.787402
4everxtrina	0.9104859,0.5999076
lacirenae	0.5703401,0.8579332
braedon_welsh	0.37330112,0.54817
xidybitiwucy	0.78200155,0.632673
worldnews747	0.5155126,0.843282
mrjallen15	0.37848037,0.60639346
amurry1	0.50690496,0.42148533
simplyblizzelle	1.2792349,0.18657483
smudger103	0.37370795,-0.24715406
tombrenner_pj	0.46026537,0.6884127
fluffypnutz	0.023382505,0.5958034
gway2500	0.35049903,0.72094667
prayerpeace	0.32507396,0.27295557
whymetswhy	0.13952726,0.91365236
julyreports	0.39208817,0.1554482
bluntful	0.6662167,1.1879443
mozzriam	1.2859793,0.22520237
radia_a_a	0.84844667,-0.25097558
archangel2	1.1871626,0.77429265
blayne_hayes	0.35117128,0.27752292
__lormanny	0.9103413,0.58905697
paxtontaylors	0.13587779,0.9003442
zbc21093	0.5241801,0.5556386
nwfireblog	0.10624571,0.8265123
_gloreeahh_	0.8985484,0.6020796
bagel_bitez	0.68752277,0.6372234
alwaysneaker	0.89574844,0.5913055
ajfr4765	0.054686844,0.51603884
danielquinnx	1.1869267,-1.8570648
mytweetsgarbage	1.07771,-1.89003
yesthisisdonkey	0.65788466,1.1789601
robents	-0.24910304,0.14573044
vicbekiempis	0.5957565,0.019460242
janetcalif	0.35291317,0.34778923
bmilk30	0.55186987,0.26016024
thee_dnb	0.08099734,0.5027736
cajun_conserv	0.14438674,0.93354946
jxckiedelgxdoo	0.39083493,0.6319728
cnnpolitics	0.8090714,0.34737006
dspicemanwtf	0.1691975,0.8478976
jeffabc2news	0.06195242,1.2933261
luke_ryan2121	0.8506061,0.66472733
24_ski	0.33392295,0.60249376
trxpoholic_	1.0912422,-1.8848953
yellcontroversy	0.40586165,0.7786514
wislapaul	0.6244148,0.27184284
sweetfreedom29	0.15197279,0.8321794
suzanswickert	0.21625403,0.66115814
anonhacker4	0.9782936,0.077152155
ndygo	1.2017488,1.5658474
mzdivah67	1.1949902,0.14298195
brojimasan	0.75864667,-0.22335003
maverickdragon	0.56026375,0.25129098
hocidapycoxe	0.7820422,0.6327427
fauxnetix	0.31638908,0.26402494
arrow1898	0.7907809,0.5190977
k_baines	0.39851674,0.32342467
blindmanmark	0.32120934,0.4897398
iampennypicker	0.69164187,0.71593845
sakpol_se	-0.044257563,0.9139444
darkskinsensei	1.1691546,-1.8158665
karlsbad25	0.7966717,0.67652917
jacklanham_	-0.50324684,1.3301727
portland2017us1	0.56209975,0.6717072
blkkskkn	0.58827233,0.35043344
donotforget911	0.11800836,0.52746814
nona_indo	1.4533366,0.6010489
abrimac	0.9769462,-0.26408616
stevestupendous	1.1980522,1.61739
sexlyrics_	1.0934839,-1.9102837
cabyjenny	-0.125938,1.0834188
steve_with_a_v	0.12499746,0.9121567
_veryrarekj	0.83088076,0.48212448
greta	0.3975871,0.67686075
jeaniebgd	0.08207792,0.81869894
katieglossy	0.39216325,0.15570949
llinda0520love	0.4773154,0.7102266
rocksteady2001	1.2845451,0.1730865
qanedyreduf	0.8097024,0.62122774
rudy22eagle	0.27045134,0.64147764
doom_alert	0.5592963,0.20967156
wbarcomb	1.2777681,0.37906957
gopikywemeg	0.82489866,0.6448928
rockytoppapa	0.9229887,0.49629954
ozarkrambler	0.07952088,0.60989183
dustin0308	0.050893575,0.54115397
flemington455	0.5040542,0.28643396
red_rojo_red	1.2972691,-0.1394093
tplrrt1	-0.077250935,0.9624345
paranormalsarah	0.27988392,0.30586377
daliaeldahab	1.4533367,0.6010484
kievanrus7	0.29870108,0.6219454
areczeek	0.62222165,0.23459627
azaustin43	0.3090763,0.8525495
ipostbadmoms	1.1281369,-1.9111722
fox10kim	0.5135014,0.65409416
wadeenergycorp	0.5699204,0.59248835
sgt_vegas_843	0.43557227,0.77681386
bakoff333	-0.13481142,1.0751741
thatguymartty	0.40658256,-0.25732973
graham_st	0.27655125,0.37314627
_vicvicious	1.1537014,1.1081523
peytonpmcclain	1.1607643,-1.8785672
dhuhabaigle	1.2755543,0.16124703
sebdo60	-0.23898259,0.15510571
itssabixoxo	1.115125,0.1205406
katekate91	0.5940984,0.8498325
ralph_smoke_b	0.8681791,0.61610794
lowball95	0.39213872,0.15562296
bakerboy24711	0.7883196,0.38446057
casualys	1.1108527,-1.8595338
alawrey	-0.030698242,0.6804957
spatzielover	1.1908308,0.54564834
annelgalante	0.07886469,0.61000055
tbarn49	-0.0028362405,0.7541793
kobetronald	-0.12073506,0.4503986
recoveringlibrl	-0.17199838,0.91872555
christiancalls1	0.35187817,0.3142807
nickdimarcoabc2	0.08048655,1.2316264
4000yay	1.2720219,0.19752774
womenpicsgalore	1.1304647,-1.7793474
dontahenson	1.2249756,1.621815
sage__27	0.85127145,0.6499053
kalinwaters	-0.36992985,0.75416875
x_x6969	1.485702,0.6154858
jonsparta	0.29844487,0.31286284
smitchell4	0.0034635644,0.592703
toky0o	0.3585678,0.26821998
tulsaaquaponics	0.40339598,0.60790515
red__rover	-0.011923057,0.77161497
agedbottle	1.1281368,-1.9111726
realpoliticin	0.03455694,0.61929643
governmentbuzz	0.4661303,0.5358346
follow_manuel	1.2789322,0.5204452
shortybop	0.46757162,0.19753508
emarcroft	1.2888607,1.7055078
pensivelion_com	0.30603483,0.8164358
lethal_luxe	1.1626459,1.0803227
mdboston10	0.73789227,0.80341476
alyssadara	-0.22697033,0.3871732
kevobetrappin	0.5684425,0.79374444
dylnochill	1.1090786,-1.9133072
sailing_j	-0.11528875,0.6791825
jackawtrey18	0.7883956,0.49535352
jmoon901	0.6579712,0.36371735
ballgame89	0.32014498,0.85525256
lisamichelle12	-0.32823256,0.52576476
lbbowyer84	-0.054284263,0.50109005
ladysandersfarm	0.11575874,0.5894333
marcylauren	0.9144803,0.58491844
kaffyrows	0.81944686,0.41473722
whysosaraious	0.904178,0.5798428
edetroiter	1.1836478,1.6236078
huzybyhuqek	0.82004315,0.58461064
ciqigymavyv	0.78165376,0.5987757
brianna__wu	0.84144104,-0.27319828
jettlightning	0.03732173,0.4975207
lanurse1	-0.01694702,0.66136616
havegunjoe	0.19299945,0.6515139
empryl	1.1900185,0.15119396
painandpaper	0.47731653,0.7102264
marieal21675849	0.50062454,0.26622558
cloudy361	1.117669,1.0647268
poo_picker	-0.042846452,0.8359307
jjaldretexcv	0.57259196,0.23408929
xopogypuxah	0.8248991,0.6222825
den_robertson	1.0092794,0.5602418
igoham_79	1.4049157,0.00057586835
sanchezmoses	-0.36306587,0.7818142
101flyboy	1.117669,1.0647268
sweetisosweet	1.2917471,0.19727437
al_bundy_1959	0.3518975,0.3142889
austincomas	0.9093179,0.62779796
pragaleonor	0.5806742,0.88506776
thuff69	0.3707127,0.27380484
yung_mateo	0.37974575,0.16098091
charswebs	0.10494795,0.546491
rlanlevi	0.4431725,0.2008548
jedivulcanobama	0.040322125,1.1256522
mkingsrevenge	0.49410802,0.59521395
amfmpmtoo	0.12499842,0.91215646
potentnews	0.34399098,0.3227213
virof1	0.48973402,0.22055605
oicozzie	0.27654174,0.37314838
mhking	0.15595087,1.1406481
theeflyboi	1.1067082,0.111662276
bspiller2	0.51220185,0.9020403
camilabananabow	0.9093179,0.6277982
craneman51m	0.4241173,0.22783796
chicagoblackbus	0.025028616,1.1503583
jamesbluejay	0.31047592,0.86752105
bollywoodlove10	0.7721696,0.38142785
almatrafianas	0.8535943,0.73866975
imixwhatilike	1.612516,0.9995518
iminviz	0.30918217,0.8088334
teerexbc	0.9662264,0.6729975
erob5415	0.52888036,0.89170796
hzb45	0.39574274,0.7192555
itsarepublic420	0.72445107,0.3546962
nycemswebsite	0.4722678,0.24921952
emeraldenvy11	0.88174933,1.1388363
buckleyw	0.6343059,0.6911581
soothingdave	0.33427498,0.8556209
curleywill	0.39558432,0.3410757
roxie_wilcox	-0.13161449,0.62975234
clingyness	1.1901827,-1.8311056
tusk81	1.3829854,0.42735994
matt_zamora	-0.11890726,0.79850084
penguindude91	0.7992609,-0.083326496
carrieksada	0.37676084,0.7351825
gwenlilyknight	0.120100744,0.015365161
virgo_sweets	1.1772822,1.5915256
jakemkowalski	0.28199226,0.66457707
barryocommunist	0.9075153,-0.46543053
essaythomas	0.11730197,0.8863745
queenscanuck	0.007855797,0.21811761
leopard212	0.5058057,0.25153413
soniaerasmus	0.0024835172,0.7699781
fefywesaxak	0.81387395,0.63273305
rubbinsracin_88	1.0400529,0.39787456
njmike319	0.19892651,0.50555634
mccainsmuks	0.38093194,0.7498545
cutenavywife	0.80910176,-0.07752709
david_a_watson	0.34541953,0.3851092
freshstarx	0.32529473,0.2840382
mister_levon	0.095817305,0.87331086
thats_shawn	0.8020157,0.9191015
pfitz7	0.25940117,0.15563156
ryanjdellerba	-0.029443521,0.6924849
miel_dabeja	0.8595357,0.5413043
azn_seddie	1.2777681,0.37906957
romaro888	0.90109724,0.650036
rjames1928	-0.14804147,0.88313246
tomahauuk	-0.28710818,0.1601387
bob_nottylife	1.1003959,-1.8172438
zolekamuma	0.06388785,0.3411499
authorannbaker	0.10607059,0.879891
initialsstm	1.115125,0.1205406
kevinrmortensen	0.8842156,0.599854
ldnmgr	1.1398276,1.118966
glehr3	0.3002207,0.38309053
aposelenzny	0.0034635642,0.5927029
telesurtv	0.54418534,0.45249587
theleadcnn	0.96785706,0.42544731
hillaryklainton	0.7931817,0.4035601
pahzazz	1.2250726,1.6095083
femspa	-0.1152887,0.67918277
conflictstudent	0.37835652,0.31830862
jonathan_5569	0.46423241,0.9434147
twizzylife_ron	0.35326996,0.55315125
galynann	0.76767033,0.27417073
dankedoutdaddy	0.63188565,0.2242655
prelives51	-0.14552954,0.69452333
youranonnews	1.0870067,0.6338087
annicejanae	1.2011758,1.585726
mumma_don	0.99942946,0.3764669
justjim00001	0.08035681,0.48373464
babyscuzzball	1.194962,-1.8683143
theemikerich	0.47151604,0.8721178
mattpatrick360	0.107338086,0.89387447
upheid	1.197801,-1.8233186
donna776477	0.14816761,0.9055942
crazylifefacts_	0.38991666,-0.27095166
work_prosper	0.37974784,0.16098215
critesrhonda	0.005861294,0.50616056
rmack2x	0.00014361877,0.5172988
nikaismusic	1.2197216,1.5969261
rickygebo	1.1537014,1.1081523
suzatwork	1.6007396,1.0167617
laurarubin7	0.07115327,0.48997116
knx1070	0.7043514,0.78676564
itskimmd	1.117669,1.0647268
insomniacbrain	1.3918371,-2.3702254
coolstory_bra	0.1395173,0.91365623
catawbacossack	0.4995509,0.70334363
elainefox	1.3496227,0.41838783
cme_phx	0.26321673,0.3496041
manda_monamour	1.1419894,0.819796
rockprincess818	0.38679317,0.3287075
local24katina	1.1766825,0.8483703
santiago_sg	0.57828426,0.8335262
tjaniq	0.8693929,-0.21499844
swpafirealerts	0.33572114,0.6248021
therealjasonv2	0.45018074,-0.25424
heidiponyrider	0.04105375,0.94688255
nayakalii	1.2397361,0.15377143
galindo__29	0.6149065,0.67813545
_feliciatoodope	1.2916994,0.1846404
nightmare2417	0.3955859,0.3410717
nygecomorup	0.8134639,0.56273925
zenya3	1.2705392,0.42009223
bobbyhardcastle	0.03200172,0.5105468
o_rips	0.3233231,0.6558218
qveenxvxmari	1.0035156,0.34722266
nkroshe2	1.1730962,-1.850548
wavy_fbaby	0.8315452,0.37657508
uriel_b_mellow	-0.058483806,0.92774
hemlock4bfast	0.30454385,0.28993142
sallyarias_	0.28695303,0.2912502
babyilikeit_xd	0.60483944,0.8523502
matthewtwihard	-0.02766312,0.70598274
neyneyzone6	1.1892213,0.3891611
clearcup03	0.04054841,0.655855
brandonlongo	0.45841458,0.29523507
sandygcuzzart	-0.6260168,0.8519962
gullyking82	0.41437322,-0.18003573
gotnewsfan	0.32324967,0.79128724
mereckyasumoto	1.2912146,-0.10719158
jackgoesvirtual	0.8024353,0.41457957
zachnews	0.4516379,0.51591253
mr_roundz	1.5089291,0.6217276
a_rob_pooh_3	0.8365858,0.67082196
dtattoli2107	0.80122554,0.5799126
bakerspeed	0.09564008,0.73485786
encinitas	-0.2487869,0.5017611
damngerdiehot	1.1537014,1.1081523
chiweethedog	0.9904067,-0.25567943
pzfeed	0.65155244,0.6025975
cisconochains	1.052752,-1.8611257
librab103	0.2798832,0.3058639
pw55416	0.49596214,0.86142313
mrussrsf	0.07115327,0.48997116
starkfreeordie	0.1507025,-0.08741455
torilife2	1.0229605,0.44378597
polymerise	1.1178265,-1.8999528
teamgeorgeous	0.89319247,0.61251986
jareddayaz	0.0024470477,0.7698148
oglegs	1.2496705,0.15861034
zydehiseqity	0.8635376,0.6888396
hlntv	0.9037816,0.21658318
natondeck	1.1281366,-1.9111729
veggirlq	0.8934845,0.5527487
reddog416	0.052292172,0.73670095
1_2824271291	0.61989725,0.47425276
n31jra	0.52369803,0.025467005
alvinhermit	0.28595042,0.8416568
schmidt_show	0.81332505,0.37651706
geezone007	1.2761248,0.21115491
leaannejackson	0.13212107,1.2291704
petefrt	0.028059747,0.5430688
jblood	1.0337741,0.23957843
hohypyhaxanu	0.80010736,0.56271404
annalionne	0.029582413,0.52696973
lhealey62	0.9188079,0.48204964
annnan	0.1589813,0.8417602
hassany1989	0.53789896,0.22406791
rsites1	0.5249346,0.90434575
tjg_goon	0.6123649,0.23030165
b_thechange1	1.1259542,1.1209639
saiilor661	-0.20277171,0.6201866
jacobjay143	0.9104859,0.59990764
ordervision	1.4667618,0.7759934
truestormlover	0.38057318,0.28160036
djrolooo	0.8372352,0.39181247
richdurand77	0.29260257,0.65384036
coronakeith	0.004072273,1.1596332
jaredmather2	0.52708644,0.81455624
kofi4nxchange	0.02616363,0.22718334
ladyoffe	-0.16868366,0.8935154
jttriguero	0.13212107,1.2291704
nem4music	0.3585678,0.26821998
spdowney98shawn	0.53498316,0.8640755
mbar1973	0.31920552,0.34948868
qulntana	1.1436611,-1.779332
jacksback2009	0.5655267,0.81613255
igeldard	0.29044485,0.2786734
texanhatesobama	0.027937802,0.7887098
nicholsmeredith	0.4715178,0.8721138
themillieneal	0.026430199,0.48961928
imrodriguez9	0.44229987,0.53035426
polarinski	0.049825396,0.48202053
freecitizen4now	0.2798798,0.3058646
patriotladyme	0.019992214,0.50371283
legs_for_days	0.77088016,-0.088181265
yourfavorlte	1.0895619,-1.8134263
cjciulla22	0.14800052,0.7295208
unknowaegypter	-0.23925342,0.13455954
worthog117	0.7283145,0.051457055
assassi12559790	0.80907875,0.34733233
najoponunyd	0.8000974,0.5626899
prepperagenda	0.33157057,0.3185129
1888fuckniggers	0.13572079,0.2517996
bmsutta	0.18003543,0.6227231
mswilcat	0.13587642,0.90034604
sabryblc	-0.26489404,0.11726023
randapro	1.5920151,0.26351163
divashouse	0.12673058,0.36425728
caslind45	0.5740952,0.8731254
dbsr24	0.8496316,0.5425514
devin_reaves	0.8252421,0.6652774
bearded_jester	1.2246866,1.5634267
corbslite	0.38077384,0.36259443
dattolo10	0.56828284,0.8923559
nugungaechingu	0.7442349,0.33356217
mehulkamdar	0.38812,0.29417464
ebrentlinger	0.60495716,0.84028786
bkoulibaly	0.87076056,0.53424263
peaceischrist	0.07160451,0.5153405
moam_10	1.2680036,0.17455988
peddoc63	0.15541999,0.5643729
__callipygian__	1.1499859,1.0961478
rachelfromabc2	0.10041448,1.1989853
try2bhealthy	0.03998926,0.463087
aaronpayumo	0.2781786,0.35695228
mesut_sanchez	1.296918,0.41560617
boogy88	0.82277614,0.6837409
drmorg112	0.7945396,0.36250532
cbsphilly	0.3743839,0.14387333
owlsasylum	1.3388264,0.053037897
ugandappolice	0.8761558,-0.21965247
theseventhbrat	0.56754506,0.84427726
jomorane	0.9138099,0.21101943
smilyfacetweets	1.0735264,-1.8646133
thecrisismag	1.1041849,0.3994042
theofficialnews	0.5940984,0.8498325
boundcake	1.1851856,0.19808795
quintinoncamera	0.07181455,0.33343628
leannbe	0.01786436,0.47815377
zyshonnebravo	1.1900582,1.5687989
big_o_biker	-0.019262752,0.5413086
reed_eller	0.9103412,0.58905697
scotwhiskeyman	-0.5915675,0.72321147
standingrepub	-0.5055208,1.3520788
tjwoodstockny	0.77115923,-0.0881746
ycakey	0.29044613,0.2786749
thoticus	1.2520947,1.5903784
borsato79	0.31921008,0.34948194
dkbruni	0.59059507,0.87441623
chapsizzle	1.3134577,0.7508662
foxnewsinsider	0.4613697,0.659649
kittiredz	0.436724,0.25070408
pecosroybean	0.27728853,0.49238124
cstal310	0.6313494,0.6606371
clarb3	1.2123338,1.6161435
ezybreezybeauti	1.2455943,1.6019212
kevinator22	0.31542557,0.83328074
ferrari_860	0.8927851,-0.4711457
tvwest0314	-0.5132153,1.3641229
dylanwardenn	0.82267016,0.35334077
cg15oh	0.8448476,0.62082255
edwarduk_	0.32395634,1.168118
starrick1	0.29260257,0.65384036
b0ss111	0.5058057,0.25153413
timbotim62	0.002675887,0.770861
jilljsmith	0.56311387,0.8789119
neness_g	-0.23216172,0.1455592
rhymeswithibiza	0.31310874,0.4418473
glassbeadian	0.9997851,0.44725937
frootmachine_	0.79628205,0.34614214
86skyhawk	0.5585662,0.86828655
ldjranch	0.00028580503,0.7365535
lcmtapout24	0.28940004,0.85364085
ajm9588	-0.30776834,0.670919
jamir_wilson	1.181289,1.6100974
jimlibertarian	0.080016725,0.55891347
_bat_man_05	0.52708644,0.81455624
bryanlawson2291	0.4847797,0.83029956
cfcolemanjr	1.3047534,0.5923588
ericbeasley33w	0.22501469,0.6679402
jimbodude44	0.37384933,0.2949046
coramambo	1.2916994,0.1846404
mr____alexander	0.013998121,0.267905
fjsanchez617	0.35526913,0.5801022
brittneywold	-0.5120766,1.3187387
quantumdna	1.2883343,0.38392633
heliahoes	1.1846187,-1.8881005
gizmo640high	0.84839535,0.6932816
chunkybone44	0.75924206,0.5055063
mikerumbo66	0.071657315,0.8290742
regaljr	0.48478356,0.8303075
tpbgirl	0.019265546,0.91022724
hsgzdizzy	1.0996702,-1.861137
